Mode,sp,,
Mode,cp,,
Mode,mp,,
Mode,zm,,
Mode,ob,,
Mode,ex,,
Mode,bc,,
Mode,op,,
Mode,oc,,
Mode,br,,
Event,1st Intel,1int,ex
Event,2_contracts_complete,2cnc,br
Event,2nd Intel,2int,ex
Event,3rd Intel,3int,ex
Event,abandoned_inform,abin,br
Event,abandoned_inform_multi,abim,br
Event,accelerating,acce,br
Event,accoladesa,acca,br
Event,accoladesb,accb,br
Event,accoladesc,accc,br
Event,achieve,achv,br
Event,ACT_AC_Approach,acapproach,ob
Event,ACT_AC_Engage_Enemy,acengageenemy,ob
Event,ACT_AC_Engage_Player,acengageplayer,ob
Event,ACT_AC_Success_Vehicles_Destroyed,acscsvehiclesdestroyed,ob
Event,ACT_AC_Success_Vehicles_Remain,acscsvehiclesremain,ob
Event,ACT_AN_Damage_Nest,andamagenest,ob
Event,ACT_AN_Success,ansuccess,ob
Event,ACT_AS_Exfil_Acknowledged_Storm,actasexfilacknowstorm,ob
Event,ACT_AS_Final_Leaving,actasfinalleaving,ob
Event,ACT_AS_Final_Location,actasfinallocation,ob
Event,ACT_AS_Final_Missed,actasfinalmissed,ob
Event,ACT_AS_Final_Missed_Response,actasfinalmissedresp,ob
Event,ACT_AS_Final_Success,actasfinalsuccess,ob
Event,ACT_AS_Final_Success_Response,actasfinalsuccessresp,ob
Event,ACT_AS_Final_Warning,actasfinalwarning,ob
Event,ACT_AS_Intensity_Increasing,actasintensityinc,ob
Event,ACT_AS_Start,actasstart,ob
Event,ACT_AS_Start_Barerra_Response,actasstartbareresp,ob
Event,ACT_AS_Start_Dobbs_Response,actasstartdobbresp,ob
Event,ACT_AS_Start_Kapoor_Response,actasstartkaporesp,ob
Event,ACT_AS_Start_Miller_Response,actasstartmillresp,ob
Event,ACT_AS_Start_Warning,actasstartwarning,ob
Event,ACT_AS_Start_Warning_Barerra_Response,actasstartwarnbareresp,ob
Event,ACT_AS_Start_Warning_Dobbs_Response,actasstartwarndobbresp,ob
Event,ACT_AS_Start_Warning_Kapoor_Response,actasstartwarnkaporesp,ob
