None,-16651.0,504.0,343.77,0.0,5.5,0.0,,cspf_0_auto15896,dmz_squadSpawnPoint_GLOuterEdge1,,,,,128,,,77,1
None,7468.94,-5297.29,310.37,0.0,154.87,0.0,,cspf_0_auto15549,dmz_squadSpawnPoint_GLOuterEdge1,,,,,128,,,78,4
None,11041.0,9384.5,307.99,0.0,201.55,0.0,,cspf_0_auto15812,dmz_squadSpawnPoint_GLOuterEdge1,,,,,128,,,79,3
None,6355.39,-12486.9,305.18,0.0,271.8,0.0,,cspf_0_auto16087,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,80,6
None,1778.0,-16321.0,352.0,0.0,69.16,0.0,,cspf_0_auto15849,dmz_squadSpawnPoint_GLOuterEdge1,,,,,128,,,81,5
None,-1815.5,9042.0,339.0,0.0,307.58,0.0,,cspf_0_auto15669,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,82,2
None,-2310.5,8773.5,352.0,0.0,288.93,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,83,
None,-7941.11,-14271.1,475.23,0.0,95.7,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,84,
None,-12778.5,-8599.67,368.0,0.0,39.03,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,85,
None,-15709.0,1911.0,370.0,0.0,321.69,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,86,land
None,-10127.4,3549.43,302.63,0.0,358.98,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,87,
None,10907.5,9375.5,303.99,0.0,201.55,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,88,
None,4998.5,9828.39,376.0,0.0,201.55,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,89,
None,8680.65,1182.59,305.31,0.0,176.93,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,90,
None,6376.5,-12914.0,288.0,0.0,205.47,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,91,land
None,-13455.5,-3407.67,312.8,0.0,68.69,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,92,land
None,1801.5,-16276.0,352.0,0.0,115.56,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,93,
None,7890.44,-5559.79,261.28,0.0,142.57,0.0,,,dmz_squadSpawnPoint_GLOuterEdge1,,,(0.0,0.0,0.0),,128,,,94,
