10086,ui_emblem_001,2,0,0,0,0,
10415,ui_emblem_002,2,0,0,0,0,
10283,ui_emblem_003,2,0,0,0,0,
9970,ui_emblem_004,2,0,0,0,0,
10219,ui_emblem_005,2,0,0,0,0,
10367,ui_emblem_006,2,0,0,0,0,
9896,ui_emblem_007,2,0,0,0,0,
9598,ui_emblem_008,2,0,0,0,0,
9939,ui_emblem_009,2,0,0,0,0,
9750,ui_emblem_010,2,0,0,0,0,
10246,ui_emblem_011,2,0,0,0,0,
10249,ui_emblem_012,2,0,0,0,0,
9752,ui_emblem_013,2,0,0,0,0,
9446,ui_emblem_014,2,0,0,0,0,
9694,ui_emblem_015,2,0,0,0,0,
9842,ui_emblem_016,2,0,0,0,0,
9841,ui_emblem_017,2,0,0,0,0,
9651,ui_emblem_018,2,0,0,0,0,
10216,ui_emblem_019,2,0,0,0,0,
9553,ui_emblem_020,2,0,0,0,0,
9730,ui_emblem_021,2,0,0,0,0,
9474,ui_emblem_022,2,0,0,0,0,
9560,ui_emblem_023,2,0,0,0,0,
9920,ui_emblem_024,2,0,0,0,0,
9834,ui_emblem_025,2,0,0,0,0,
9829,ui_emblem_026,2,0,0,0,0,
10418,ui_emblem_027,2,0,0,0,0,
9937,ui_emblem_028,2,0,0,0,0,
9913,ui_emblem_029,2,0,0,0,0,
9462,ui_emblem_030,2,0,0,0,0,
9921,ui_emblem_031,2,0,0,0,0,
10259,ui_emblem_032,2,0,0,0,0,
9986,ui_emblem_033,2,0,0,0,0,
10372,ui_emblem_034,2,0,0,0,0,
10341,ui_emblem_035,2,0,0,0,0,
10409,ui_emblem_036,2,0,0,0,0,
10421,ui_emblem_037,2,0,0,0,0,
10027,ui_emblem_038,2,0,0,0,0,
9628,ui_emblem_039,2,0,0,0,0,
9798,ui_emblem_040,2,0,0,0,0,
10046,ui_emblem_041,2,0,0,0,0,
10014,ui_emblem_042,2,0,0,0,0,
9743,ui_emblem_043,2,0,0,0,0,
9867,ui_emblem_044,2,0,0,0,0,
9856,ui_emblem_045,2,0,0,0,0,
10252,ui_emblem_046,2,0,0,0,0,
10273,ui_emblem_047,2,0,0,0,0,
9574,ui_emblem_048,2,0,0,0,0,
10170,ui_emblem_049,2,0,0,0,0,
9737,ui_emblem_050,2,0,0,0,0,
10078,ui_emblem_051,2,0,0,0,0,
9606,ui_emblem_052,2,0,0,0,0,
9922,ui_emblem_053,2,0,0,0,0,
10345,ui_emblem_054,2,0,0,0,0,
10135,ui_emblem_055,2,0,0,0,0,
10015,ui_emblem_056,2,0,0,0,0,
10100,ui_emblem_057,2,0,0,0,0,
10385,ui_emblem_058,2,0,0,0,0,
9996,ui_emblem_059,2,0,0,0,0,
9894,ui_emblem_060,2,0,0,0,0,
10401,ui_emblem_061,2,0,0,0,0,
9942,ui_emblem_062,2,0,0,0,0,
10156,ui_emblem_063,2,0,0,0,0,
10198,ui_emblem_064,2,0,0,0,0,
10190,ui_emblem_065,2,0,0,0,0,
10298,ui_emblem_066,0,0,0,0,0,
10354,ui_emblem_067,0,0,0,0,0,
9909,ui_emblem_068,0,0,0,0,0,
10081,ui_emblem_069,0,0,0,0,0,
9458,ui_emblem_070,0,0,0,0,0,
9538,ui_emblem_071,0,0,0,0,0,
9954,ui_emblem_072,0,0,0,0,0,
10125,ui_emblem_073,0,0,0,0,0,
10275,ui_emblem_074,0,0,0,0,0,
10107,ui_emblem_075,0,0,0,0,0,
9803,ui_emblem_076,0,0,0,0,0,
10235,ui_emblem_077,0,0,0,0,0,
10098,ui_emblem_078,0,0,0,0,0,
10439,ui_emblem_079,0,0,0,0,0,
10373,ui_emblem_080,0,0,0,0,0,
9840,ui_emblem_081,0,0,0,0,0,
