setchancecol,mp/loot/br/resurgence/lootset_root.csv,2,,# root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_global.csv,3,,# global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_base.csv,4,,# cache_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_underwater.csv,5,,# cache_underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_lege.csv,6,,# cache_lege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_stronghold.csv,7,,# cache_stronghold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_blacksite.csv,8,,# cache_blacksite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_black.csv,9,,# stronghold_black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_high.csv,10,,# stronghold_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_cash_register.csv,11,,# cache_cash_register,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_duffel_bag.csv,12,,# cache_duffel_bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_hidden_container.csv,13,,# cache_hidden_container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_medical_box_wall.csv,14,,# cache_medical_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_medicine_cabinet.csv,15,,# cache_medicine_cab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/containers/lootset_cache_weapon_locker.csv,16,,# cache_weapon_locker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_stronghold_bomb_defuse_reward.csv,17,,# stronghold_bomb_defuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_blacksite_boss_backpack.csv,18,,# blacksite_boss_backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/strongholds/lootset_cache_train_safe.csv,19,,# blacksite_cache_train_safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_dom.csv,20,,# contract_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav1.csv,21,,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav2.csv,22,,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_scav3.csv,23,,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_safe1.csv,24,,# contract_safe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_empty.csv,25,,# empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_autobody_shop.csv,26,,# autobody_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_car_dealership.csv,27,,# car_dealership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_fire_station.csv,28,,# fire_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_gas_station.csv,29,,# gas_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_pharmacy.csv,30,,# pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_police_station.csv,31,,# police_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_restaurant.csv,32,,# restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_station_house.csv,33,,# station_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_bank.csv,34,,# bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_recon.csv,35,,# recon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_defensive.csv,36,,# defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_offensive.csv,37,,# offensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_support.csv,38,,# support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/locations/lootset_manor.csv,39,,# manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_intel.csv,40,,# contract_intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/contracts/lootset_contract_vipCrate.csv,41,,# contract_vipCrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/caches/lootset_cache_reusable.csv,42,,# cache_reusable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/public_events/lootset_cache_pe_crate_drop.csv,43,,# cache_pe_crate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/resurgence/lootset_fort_resurgence.csv,47,,# fort_resurgence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
tagReject,noresurgence,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,270,85,85,60,50,50,170,135,0,84,60,0,0,1,20,20,60,2,2,2,2,2,0,185,155,125,125,125,160,125,155,125,155,160,160,125,265,2,150,85,0,150,,,
chance,health,,175,85,85,70,50,50,100,105,0,85,60,0,0,0,0,0,60,25,25,25,25,25,0,145,150,185,160,185,120,130,150,130,150,120,120,185,175,25,0,85,0,200,,,
chance,plunder,,115,70,50,150,180,150,120,70,1,50,100,0,0,0,1,1,100,2,2,2,2,2,0,115,135,135,125,135,115,220,135,220,135,115,115,135,115,2,100,60,1,75,,,
chance,killstreak,,0,90,100,200,150,180,0,0,0,100,170,0,0,100,1,1,170,3,3,3,3,3,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,3,50,90,0,0,,,
chance,lethal,,100,165,165,45,0,0,40,165,0,165,40,0,0,400,5,5,40,10,10,10,10,10,0,165,135,150,130,150,150,165,135,135,105,120,120,120,80,10,0,165,0,75,,,
