5581,wyatt_western_quip_1,1,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_wyatt
5799,wyatt_western_quip_2,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5830,wyatt_western_quip_3,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5664,wyatt_western_quip_4,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5765,wyatt_western_quip_5,3,200,40,1000,,ui_default_white,ui_loot_operator_quip_west_wyatt
5762,wyatt_western_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5950,wyatt_western_quip_7,3,200,40,2000,,ui_default_white,ui_loot_operator_quip_west_wyatt
5919,wyatt_western_quip_8,3,500,100,5000,,ui_default_white,ui_loot_operator_quip_west_wyatt
5690,wyatt_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5770,wyatt_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_wyatt
5811,spetsnaz_eastern_quip_1,1,50,10,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5859,spetsnaz_eastern_quip_2,1,50,10,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5823,spetsnaz_eastern_quip_3,3,50,10,4000,,ui_default_white,ui_loot_operator_quip_east_nikto
5773,spetsnaz_eastern_quip_4,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_east_nikto
5744,spetsnaz_eastern_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5628,spetsnaz_eastern_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5647,spetsnaz_eastern_quip_7,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5626,spetsnaz_eastern_quip_8,3,500,100,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5583,spetsnaz_eastern_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5834,spetsnaz_eastern_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_east_nikto
5727,murphy_western_quip_1,3,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_thorne
5798,murphy_western_quip_2,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5831,murphy_western_quip_3,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_thorne
5832,murphy_western_quip_4,3,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_thorne
5643,murphy_western_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5926,murphy_western_quip_6,2,200,40,3000,,ui_default_white,ui_loot_operator_quip_west_thorne
5745,murphy_western_quip_7,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5718,murphy_western_quip_8,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5568,murphy_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5940,murphy_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_thorne
5693,dday_western_quip_1,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_dday
5877,dday_western_quip_2,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_dday
5808,dday_western_quip_3,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_dday
5678,dday_western_quip_4,1,50,10,2000,,ui_default_white,ui_loot_operator_quip_west_dday
5768,dday_western_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_dday
5864,dday_western_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_dday
5700,dday_western_quip_7,2,200,40,3000,,ui_default_white,ui_loot_operator_quip_west_dday
5565,dday_western_quip_8,3,500,100,1000,,ui_default_white,ui_loot_operator_quip_west_dday
5605,dday_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_dday
5786,dday_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_dday
5624,charly_western_quip_1,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_charly
5885,charly_western_quip_2,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_charly
5551,charly_western_quip_3,3,50,10,1000,,ui_default_white,ui_loot_operator_quip_west_charly
5835,charly_western_quip_4,0,50,10,0,,ui_default_white,ui_loot_operator_quip_west_charly
5923,charly_western_quip_5,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_charly
5937,charly_western_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_charly
5640,charly_western_quip_7,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_charly
5667,charly_western_quip_8,3,500,100,3000,,ui_default_white,ui_loot_operator_quip_west_charly
5942,charly_western_quip_9,3,500,100,1000,,ui_default_white,ui_loot_operator_quip_west_charly
5896,charly_western_quip_10,4,1000,200,0,,ui_default_white,ui_loot_operator_quip_west_charly
5636,alice_western_quip_1,1,50,10,4000,,ui_default_white,ui_loot_operator_quip_west_alice
5958,alice_western_quip_2,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_alice
5818,alice_western_quip_3,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_alice
5869,alice_western_quip_4,1,50,10,0,,ui_default_white,ui_loot_operator_quip_west_alice
5966,alice_western_quip_5,0,200,40,0,,ui_default_white,ui_loot_operator_quip_west_alice
5816,alice_western_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_west_alice
5689,alice_western_quip_7,3,200,40,2000,,ui_default_white,ui_loot_operator_quip_west_alice
5654,alice_western_quip_8,3,500,100,1000,,ui_default_white,ui_loot_operator_quip_west_alice
5714,alice_western_quip_9,3,500,100,0,,ui_default_white,ui_loot_operator_quip_west_alice
5769,alice_western_quip_10,3,1000,200,1000,,ui_default_white,ui_loot_operator_quip_west_alice
5917,syd_eastern_quip_1,1,50,10,0,,ui_default_white,ui_loot_operator_quip_east_syd
5641,syd_eastern_quip_2,3,50,10,2000,,ui_default_white,ui_loot_operator_quip_east_syd
5703,syd_eastern_quip_3,1,50,10,0,,ui_default_white,ui_loot_operator_quip_east_syd
5824,syd_eastern_quip_4,0,50,10,0,,ui_default_white,ui_loot_operator_quip_east_syd
5580,syd_eastern_quip_5,3,200,40,5000,,ui_default_white,ui_loot_operator_quip_east_syd
5601,syd_eastern_quip_6,2,200,40,0,,ui_default_white,ui_loot_operator_quip_east_syd
5680,syd_eastern_quip_7,3,200,40,1000,,ui_default_white,ui_loot_operator_quip_east_syd
