-1,,none,ATTACHMENTS/NO_ATTACHMENT,none,none,hud_ss_lockon_default_diamond,ATTACHMENTS/NO_ATTACHMENT_DESC,,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,reargrip,ATTACHMENTS/AKIMBO_PAPA220,akimbo_papa220,akimbo_papa220,icon_attachment_akimbo_papa220,ATTACHMENTS/AKIMBO_PAPA220_DESC,ATTACHMENTS/AKIMBO_PAPA220,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_300WM,ammo_300wm,ammo_300wm,,ATTACHMENTS/AMMO_300WM_DESC,ATTACHMENTS/AMMO_300WM,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_338NM,ammo_338nm,ammo_338nm,,ATTACHMENTS/AMMO_338NM_DESC,ATTACHMENTS/AMMO_338NM,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_458S,ammo_458s,ammo_458s,,ATTACHMENTS/AMMO_458S_DESC,ATTACHMENTS/AMMO_458S,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_45ACP,ammo_45acp,ammo_45acp,,ATTACHMENTS/AMMO_45ACP_DESC,ATTACHMENTS/AMMO_45ACP,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_45GVT,ammo_45gvt,ammo_45gvt,,ATTACHMENTS/AMMO_45GVT_DESC,ATTACHMENTS/AMMO_45GVT,,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_4X30,ammo_4x30,ammo_4x30,,ATTACHMENTS/AMMO_4X30_DESC,ATTACHMENTS/AMMO_4X30,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_50B,ammo_50b,ammo_50b,,ATTACHMENTS/AMMO_50B_DESC,ATTACHMENTS/AMMO_50B,,,,,,3,0,5,0,-3,4,,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_50P,ammo_50p,ammo_50p,,ATTACHMENTS/AMMO_50P_DESC,ATTACHMENTS/AMMO_50P,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_545S,ammo_545s,ammo_545s,,ATTACHMENTS/AMMO_545S_DESC,ATTACHMENTS/AMMO_545S,,,,,,0,0,-3,0,3,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_556N,ammo_556n,ammo_556n,,ATTACHMENTS/AMMO_556N_DESC,ATTACHMENTS/AMMO_556N,,,,,,-2,0,-4,0,6,-2,,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|-1,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_5X28,ammo_5x28,ammo_5x28,,ATTACHMENTS/AMMO_5X28_DESC,ATTACHMENTS/AMMO_5X28,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_762N,ammo_762n,ammo_762n,,ATTACHMENTS/AMMO_762N_DESC,ATTACHMENTS/AMMO_762N,,,,,,-2,0,-4,0,6,-2,,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|-1,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_762S,ammo_762s,ammo_762s,,ATTACHMENTS/AMMO_762S_DESC,ATTACHMENTS/AMMO_762S,,,,,,0,0,-3,0,3,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_9P,ammo_9p,ammo_9p,,ATTACHMENTS/AMMO_9P_DESC,ATTACHMENTS/AMMO_9P,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_AR_DEFAULT,ammo_ar_default,ammo_ar_default,,ATTACHMENTS/AMMO_AR_DEFAULT_DESC,ATTACHMENTS/AMMO_AR_DEFAULT,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_BR_DEFAULT,ammo_br_default,ammo_br_default,,ATTACHMENTS/AMMO_BR_DEFAULT_DESC,ATTACHMENTS/AMMO_BR_DEFAULT,,,,,,3,0,5,0,-3,4,,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_DM_DEFAULT,ammo_dm_default,ammo_dm_default,,ATTACHMENTS/AMMO_DM_DEFAULT_DESC,ATTACHMENTS/AMMO_DM_DEFAULT,,,,,,-2,0,-4,0,6,-2,,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|-1,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_SM_DEFAULT,ammo_sm_default,ammo_sm_default,,ATTACHMENTS/AMMO_SM_DEFAULT_DESC,ATTACHMENTS/AMMO_SM_DEFAULT,,,,,,0,0,-3,0,3,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/AMMO_SN_DEFAULT,ammo_sn_default,ammo_sn_default,,ATTACHMENTS/AMMO_SN_DEFAULT_DESC,ATTACHMENTS/AMMO_SN_DEFAULT,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,backpiece,ATTACHMENTS/BACK_ALPHA50,back_alpha50,back_alpha50,icon_attachment_p23_sn_alpha50_stock_v0,ATTACHMENTS/BACK_ALPHA50_DESC,ATTACHMENTS/BACK_ALPHA50,,,,,,3,0,0,0,0,0,,,,,,,,,,0,,,,0
-1,,none,ATTACHMENTS/BAR_AR_HEAVY_P01,bar_ar_heavy_p01,bar_ar_heavy_p01,icon_attachment_p01_ar_mike4_barhvy_v0,ATTACHMENTS/BAR_AR_HEAVY_P01_DESC,ATTACHMENTS/BAR_AR_HEAVY_P01,,,,,,-2,0,-4,0,6,-2,,ATTACHMENTS/MOD_ADS_RAISE_SPEED|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|-1,,,,,0,,,,0
-1,,none,ATTACHMENTS/BAR_AR_HEAVY_P03,bar_ar_heavy_p03,bar_ar_heavy_p03,icon_attachment_p03_ar_augolf_barhvy_v0,ATTACHMENTS/BAR_AR_HEAVY_P03_DESC,ATTACHMENTS/BAR_AR_HEAVY_P03,,,,,,1,0,4,0,-2,0,,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,,,,,,0,,,,0
