11838,jup_daily_ch_p1_general_kills_low_health,CHALLENGE/P1_GENERAL_KILLS_LOW_HEALTH,CHALLENGE/P1_GENERAL_KILLS_LOW_HEALTH_DESC,5,2500,,1,,,,,1,,,0
11840,jup_daily_ch_p1_general_assists,CHALLENGE/P1_GENERAL_ASSISTS,CHALLENGE/P1_GENERAL_ASSISTS_DESC,10,2500,,1,,,,,2,,,0
14354,jup_daily_ch_p1_general_kills,CHALLENGE/DAILY_P1_GENERAL_KILLS,CHALLENGE/DAILY_P1_GENERAL_KILLS_DESC,35,2500,,1,,,,,3,,,0
14356,jup_daily_ch_p1_general_kills_crouched,CHALLENGE/DAILY_P1_GENERAL_KILLS_CROUCHED,CHALLENGE/DAILY_P1_GENERAL_KILLS_CROUCHED_DESC,6,2500,,1,,,,,4,,,0
14358,jup_daily_ch_p1_general_headshots,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_DESC,7,2500,,1,,,,,5,,,0
14361,jup_daily_ch_p1_general_kills_point_blank,CHALLENGE/DAILY_P1_GENERAL_KILLS_POINT_BLANK,CHALLENGE/DAILY_P1_GENERAL_KILLS_POINT_BLANK_DESC,6,2500,,1,,,,,6,,,0
14362,jup_daily_ch_p1_general_kills_kingslayer,CHALLENGE/DAILY_P1_GENERAL_KILLS_KINGSLAYER,CHALLENGE/DAILY_P1_GENERAL_KILLS_KINGSLAYER_DESC,6,2500,,1,,,,,7,,,0
14363,jup_daily_ch_p1_general_kills_secondary_weapon,CHALLENGE/DAILY_P1_GENERAL_KILLS_SECONDARY_WEAPON,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_SECONDARY_WEAPON_DESC,5,2500,,1,,,,,8,,,0
14366,jup_daily_ch_p1_general_double_kills,CHALLENGE/DAILY_P1_GENERAL_DOUBLE_KILLS,CHALLENGE/DAILY_P1_GENERAL_DOUBLE_KILLS_DESC,5,2500,,1,,,,,9,,,0
14367,jup_daily_ch_p1_general_headshots_secondary_weapon,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_SECONDARY_WEAPON,CHALLENGE/DAILY_P1_GENERAL_HEADSHOTS_SECONDARY_WEAPON_DESC,3,2500,,1,,,,,10,,,0
14386,jup_daily_ch_p1_general_kills_hipfire,CHALLENGE/DAILY_P1_GENERAL_KILLS_HIPFIRE,CHALLENGE/DAILY_P1_GENERAL_KILLS_HIPFIRE_DESC,5,2500,,1,,,,,11,,,0
14387,jup_daily_ch_p1_general_kills_1s1k,CHALLENGE/DAILY_P1_GENERAL_KILLS_1S1K,CHALLENGE/DAILY_P1_GENERAL_KILLS_1S1K_DESC,4,2500,,1,,,,,12,,,0
14388,jup_daily_ch_p1_general_kills_lethal,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL_DESC,3,2500,,1,,,,,13,,,0
14389,jup_daily_ch_p1_general_kills_ads,CHALLENGE/DAILY_ADS,CHALLENGE/DAILY_ADS_DESC,25,2500,,1,,,,,14,,,0
12364,jup_daily_ch_p1_general_killstreak_3,CHALLENGE/STCRBOOK_KILL_KILLSTREAK_3,CHALLENGE/DAILY_P1_GENERAL_KILLSTREAK_3_DESC,4,2500,,1,,,,,15,,,0
11812,jup_daily_ch_p2_weapon_kills_ar,CHALLENGE/P2_WEAPON_KILLS_AR,CHALLENGE/P2_WEAPON_KILLS_AR_DESC,20,2500,,2,,,,,1,,,0
11813,jup_daily_ch_p2_weapon_kills_ar_hs,CHALLENGE/P2_WEAPON_KILLS_AR_HS,CHALLENGE/P2_WEAPON_KILLS_AR_HS_DESC,5,2500,,2,,,,,2,,,0
11814,jup_daily_ch_p2_weapon_kills_smg,CHALLENGE/P2_WEAPON_KILLS_SMG,CHALLENGE/P2_WEAPON_KILLS_SMG_DESC,20,2500,,2,,,,,3,,,0
11815,jup_daily_ch_p2_weapon_kills_smg_hs,CHALLENGE/P2_WEAPON_KILLS_SMG_HS,CHALLENGE/P2_WEAPON_KILLS_SMG_HS_DESC,5,2500,,2,,,,,4,,,0
11816,jup_daily_ch_p2_weapon_kills_sh,CHALLENGE/P2_WEAPON_KILLS_SH,CHALLENGE/P2_WEAPON_KILLS_SH_DESC,7,2500,,2,,,,,5,,,0
11817,jup_daily_ch_p2_weapon_kills_pistol,CHALLENGE/P2_WEAPON_KILLS_PISTOL,CHALLENGE/P2_WEAPON_KILLS_PISTOL_DESC,5,2500,,2,,,,,6,,,0
11818,jup_daily_ch_p2_weapon_kills_pistol_hs,CHALLENGE/P2_WEAPON_KILLS_PISTOL_HS,CHALLENGE/P2_WEAPON_KILLS_PISTOL_HS_DESC,2,2500,,2,,,,,7,,,0
11819,jup_daily_ch_p2_weapon_kills_sniper,CHALLENGE/P2_WEAPON_KILLS_SNIPER,CHALLENGE/P2_WEAPON_KILLS_SNIPER_DESC,7,2500,,2,,,,,8,,,0
11820,jup_daily_ch_p2_weapon_kills_sniper_hs,CHALLENGE/P2_WEAPON_KILLS_SNIPER_HS,CHALLENGE/P2_WEAPON_KILLS_SNIPER_HS_DESC,3,2500,,2,,,,,9,,,0
11821,jup_daily_ch_p2_weapon_kills_battle_rifle,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE_DESC,7,2500,,2,,,,,10,,,0
11822,jup_daily_ch_p2_weapon_kills_battle_rifle_hs,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE_HS,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE_HS_DESC,3,2500,,2,,,,,11,,,0
11823,jup_daily_ch_p2_weapon_kills_launcher,CHALLENGE/P2_WEAPON_KILLS_LAUNCHER,CHALLENGE/P2_WEAPON_KILLS_LAUNCHER_DESC,2,2500,,2,,,,,12,,,0
11824,jup_daily_ch_p2_weapon_kills_lm,CHALLENGE/P2_WEAPON_KILLS_LM,CHALLENGE/P2_WEAPON_KILLS_LM_DESC,10,2500,,2,,,,,13,,,0
11825,jup_daily_ch_p2_weapon_kills_lm_hs,CHALLENGE/P2_WEAPON_KILLS_LM_HS,CHALLENGE/P2_WEAPON_KILLS_LM_HS_DESC,3,2500,,2,,,,,14,,,0
11826,jup_daily_ch_p2_weapon_kills_dmr,CHALLENGE/P2_WEAPON_KILLS_DMR,CHALLENGE/P2_WEAPON_KILLS_DMR_DESC,7,2500,,2,,,,,15,,,0
11827,jup_daily_ch_p2_weapon_kills_dmr_hs,CHALLENGE/P2_WEAPON_KILLS_DMR_HS,CHALLENGE/P2_WEAPON_KILLS_DMR_HS_DESC,3,2500,,2,,,,,16,,,0
11869,jup_daily_ch_p3_fieldupgrade_respawn_using_tactical_insertion,CHALLENGE/P3_FIELDUPGRADE_RESPAWN_USING_TACTICAL_INSERTION,CHALLENGE/DAILY_P3_FIELDUPGRADE_RESPAWN_USING_TACTICAL_INSERTION_DESC,3,2500,,3,,,,,1,,,0
11874,jup_daily_ch_p3_fieldupgrade_provide_ammo_resupplies,CHALLENGE/P3_FIELDUPRADE_PROVIDE_AMMO_RESUPPLIES,CHALLENGE/P3_FIELDUPGRADE_PROVIDE_AMMO_RESUPPLIES_DESC,5,2500,,3,,,,,2,,,0
14510,jup_daily_ch_p3_fieldupgrade_use_field_equipment,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE,CHALLENGE/DAILY_P3_FIELDUPGRADE_USE_FIELD_UPGRADE_DESC,5,2500,,3,,,,,3,,,0
14516,jup_daily_ch_p3_lethals_kills_frag,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG,CHALLENGE/DAILY_P3_LETHALS_KILLS_FRAG_DESC,2,2500,,3,,,,,4,,,0
14517,jup_daily_ch_p3_lethals_kills_semtex,CHALLENGE/P3_LETHALS_KILLS_SEMTEX,CHALLENGE/P3_LETHALS_KILLS_SEMTEX_DESC,2,2500,,3,,,,,5,,,0
14518,jup_daily_ch_p3_lethals_kills_claymore,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE,CHALLENGE/DAILY_P3_LETHALS_KILLS_CLAYMORE_DESC,2,2500,,3,,,,,6,,,0
11828,jup_daily_ch_p3_tacticals_blind_flash_grenade,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE,CHALLENGE/DAILY_P3_TACTICALS_BLIND_FLASH_GRENADE_DESC,2,2500,,3,,,,,7,,,0
14531,jup_daily_ch_p3_tacticals_butterfly_mine_hits,CHALLENGE/P6_SPECIALIZED_BUTTERFLY_MINE_HITS,CHALLENGE/P6_SPECIALIZED_BUTTERFLY_MINE_HITS_DESC,3,2500,,3,,,,,8,,,0
14533,jup_daily_ch_p3_lethals_kills_breacher_drone,CHALLENGE/P6_SPECIALIZED_KILLS_BREACHER_DRONE,CHALLENGE/P6_SPECIALIZED_KILLS_BREACHER_DRONE_DESC,2,2500,,3,,,,,9,,,0
14542,jup_daily_ch_p3_lethals_kills_cooked_grenade,CHALLENGE/P6_SPECIALIZED_KILLS_COOKED_GRENADE,CHALLENGE/P6_SPECIALIZED_KILLS_COOKED_GRENADE_DESC,2,2500,,3,,,,,10,,,0
26624,jup_daily_ch_p3_general_kills_prone,CHALLENGE/WEEKLY_S4_W2_CHAL_02_NAME,CHALLENGE/WEEKLY_S4_W2_CHAL_02_DESC,5,2500,,3,,,,,11,,,0
26625,jup_daily_ch_p3_general_kills_melee,CHALLENGE/DAILY_MELEE_KILLS,CHALLENGE/DAILY_MELEE_KILLS_DESC,5,2500,,3,,,,,12,,,0
26626,jup_daily_ch_p3_general_kills_tactical_stance,CHALLENGE/P1_GENERAL_KILLS_TACTICAL_STANCE,CHALLENGE/P1_GENERAL_KILLS_TACTICAL_STANCE_DESC,30,2500,,3,,,,,13,,,0
