-,veh9_mil_lnd_atv_physics_mp,VEHICLES/ATV,hud_icon_vehicle_mil_atv,,,hud_icon_minimap_vehicle_atv,72,0
-,veh9_mil_lnd_utv_physics_mp,VEHICLES/UTV,hud_icon_vehicle_utv,,,hud_icon_minimap_vehicle_utv,72,0
-,veh9_mil_lnd_apc_8x8_amphibious_physics_mp,VEHICLES/APC_RUS,hud_icon_vehicle_apc,,,hud_icon_minimap_vehicle_apc,100,0
-,veh9_mil_lnd_tank_physics_mp,VEHICLES/LIGHT_TANK,hud_icon_vehicle_tank_coscar,,,hud_icon_minimap_vehicle_tank_coscar,72,0
-,veh9_mil_lnd_tank_cougar_physics_mp,VEHICLES/COUGAR,hud_icon_vehicle_tank_cougar,,,hud_icon_minimap_vehicle_tank_cougar,72,0
-,veh9_mil_air_heli_medium_physics_mp,VEHICLES/LITTLE_BIRD,hud_icon_vehicle_heli_medium,,,hud_icon_minimap_vehicle_heli_medium,72,0
-,veh9_mil_air_heli_palfa_physics_mp,VEHICLES/PALFA,hud_icon_vehicle_palfa,,,hud_icon_minimap_vehicle_palfa,72,0
-,veh9_mil_air_heli_blima_physics_mp,VEHICLES/BLIMA,ui_mp_br_mapmenu_icon_vehicle_plunderchopper,,,ui_mp_br_mapmenu_icon_vehicle_plunderchopper,100,0
-,veh9_mil_air_heli_blima_nophysics_br,VEHICLES/PLUNDER_CHOPPER,ui_mp_br_mapmenu_icon_vehicle_plunderchopper,,,ui_mp_br_mapmenu_icon_vehicle_plunderchopper,100,0
-,veh9_rhib_physics_mp,VEHICLES/RHIB,hud_icon_vehicle_rhib,,,hud_icon_minimap_vehicle_rhib,64,0
-,veh9_civ_sea_pwc_physics_mp,VEHICLES/PWC,hud_icon_vehicle_pwc,,,hud_icon_minimap_vehicle_pwc,64,0
-,veh9_armored_patrol_boat_physics_mp,VEHICLES/ARMORED_PATROL_BOAT,hud_icon_vehicle_armored_patrol,,,hud_icon_minimap_vehicle_armored_patrol,100,0
-,veh9_jltv_physics_mp,VEHICLES/JLTV,hud_icon_vehicle_jltv,,,hud_icon_minimap_vehicle_jltv,80,0
-,veh9_jltv_mg_physics_mp,VEHICLES/JLTV,hud_icon_vehicle_jltv_mg,,,hud_icon_minimap_vehicle_jltv_mg,100,0
-,veh9_suv_1996_physics_mp,VEHICLES/SUV_1996,hud_icon_vehicle_suv_1996,,,hud_icon_minimap_vehicle_suv_1996,100,0
-,veh9_sedan_hatchback_1985_physics_mp,VEHICLES/SEDAN_1985,hud_icon_vehicle_sedan_hatchback_1985,,,hud_icon_minimap_vehicle_sedan_hatchback_1985,100,0
-,veh9_pickup_fullsized_2014_physics_mp,VEHICLES/PICKUP_2014,hud_icon_vehicle_pickup_2014,,,hud_icon_minimap_vehicle_pickup_2014,100,0
-,veh9_civ_lnd_pickup_fullsized_2014_tech_armor_physics_mp,VEHICLES/TECHO_REBEL_ARMOR,hud_icon_vehicle_pickup_2014_armor,,,hud_icon_minimap_vehicle_techo_rebel_armor,100,0
-,veh9_mil_lnd_cargo_truck_physics_mp,VEHICLES/CARGO_TRUCK,hud_icon_vehicle_mil_cargo_truck,,,hud_icon_minimap_vehicle_mil_cargo_truck,100,0
-,veh9_civ_lnd_pickup_1992_chop_physics_mp,VEHICLES/CHOPPED_PICKUP,hud_icon_vehicle_pickup_1992_chop,,,hud_icon_minimap_vehicle_pickup_1992_chop,100,0
-,veh9_techo_physics_mp,VEHICLES/TECHO,hud_icon_vehicle_techo,,,hud_icon_minimap_vehicle_techo,100,0
-,veh9_suv_overland_2016_cage_wz_physics_mp,VEHICLES/OVERLAND_2016,hud_icon_vehicle_suv_overland_2016_cage,,,hud_icon_minimap_vehicle_suv_overland_2016_cage,100,0
-,veh9_mil_lnd_cargo_truck_physics_mp,VEHICLES/CARGO_TRUCK,hud_icon_vehicle_mil_cargo_truck,,,hud_icon_minimap_vehicle_mil_cargo_truck,100,0
-,veh9_civ_lnd_hummer_physics_mp,VEHICLES/HUMMER,hud_icon_vehicle_hummer,,,hud_icon_minimap_vehicle_hummer,100,0
-,veh_airdrop_escort_dmz,MP_DMZ_MISSIONS/BOSS_CHOPPER_HINDIA,,veh_airdrop_escort_dmz,,,100,0
-,veh_cruise_predator_mp,KILLSTREAKS/CRUISE_PREDATOR,hud_icon_killstreak_cruise_missile,,,hud_icon_minimap_killstreak_cruise_missile,72,0
-,veh_airdrop_escort_mp_phys,KILLSTREAKS/AIRDROP_ESCORT,hud_icon_vehicle_heli_hind,,,hud_icon_minimap_vehicle_heli_hind,72,0
-,veh_airdrop_mp_phys,KILLSTREAKS/AIRDROP,hud_icon_vehicle_heli_medium,,,hud_icon_minimap_vehicle_heli_medium,72,0
-,veh_apache_mp_phys,KILLSTREAKS/CHOPPER_GUNNER,hud_icon_killstreak_chopper_gunner,veh_apache_mp,,hud_icon_minimap_killstreak_chopper_gunner,100,0
-,veh_hover_jet_mp_phys,KILLSTREAKS/HOVER_JET,hud_icon_killstreak_hover_jet,,,hud_icon_minimap_killstreak_hover_jet,72,0
-,veh_chopper_support_dmz_mp,VEHICLES/LOOT_CHOPPER,hud_icon_vehicle_palfa,,,hud_icon_minimap_vehicle_palfa,,0
-,veh_radar_drone_recon_mp,SUPER_MP/RECON_DRONE,hud_icon_fieldupgrade_drone_recon,,,hud_icon_minimap_fieldupgrade_drone_recon,0,0
-,veh_apache_plunder_mp,VEHICLES/PLUNDER_EXTRACTION_CHOPPER,hud_icon_vehicle_palfa,,,hud_icon_minimap_vehicle_palfa,72,0
-,veh_pac_sentry_ground_mp,KILLSTREAKS/PAC_SENTRY,hud_icon_killstreak_wheelson,pac_sentry,,hud_icon_minimap_killstreak_wheelson,72,0
-,veh_pac_sentry_mp_cp,KILLSTREAKS/PAC_SENTRY,hud_icon_killstreak_wheelson,pac_sentry,,hud_icon_minimap_killstreak_wheelson,72,0
-,veh_pac_sentry_ground_mp,KILLSTREAKS/PAC_SENTRY,hud_icon_killstreak_wheelson,pac_sentry,,hud_icon_minimap_killstreak_wheelson,72,0
-,veh_chopper_support_pe_mp,VEHICLES/LOOT_CHOPPER,hud_icon_vehicle_palfa,,,hud_icon_minimap_vehicle_palfa,,0
-,veh_assault_drone_mp,SUPER_MP/RECON_DRONE,hud_icon_killstreak_drone_bomb,,,hud_icon_minimap_killstreak_drone_bomb,0,0
-,veh9_motorcycle_blood_burner_physics_mp,VEHICLES/BLOOD_BURNER,jup_hud_icon_minimap_vehicle_bloodburner,,,jup_hud_icon_minimap_vehicle_bloodburner,0,0
-,lbravo_infil_cp,VEHICLES/HELO,hud_icon_vehicle_littlebird,,,hud_icon_minimap_vehicle_littlebird,160,0
-,mindia8_cp,VEHICLES/MINDIA8,hud_icon_vehicle_palfa,mindia8,,hud_icon_minimap_vehicle_palfa,72,0
-,veh_apache_cp,VEHICLES/PALFA,hud_icon_killstreak_chopper_gunner,,,hud_icon_minimap_killstreak_chopper_gunner,0,0
-,veh9_mil_acv_6x6_amphibious_physics_mp,VEHICLES/ACV_6X6,hud_icon_vehicle_acv_6x6,,,hud_icon_minimap_vehicle_acv_6x6,100,0
-,veh9_mil_armored_acv_6x6_amphibious_physics_mp,VEHICLES/ARMORED_ACV_6X6,hud_icon_vehicle_acv_6x6,,,hud_icon_minimap_vehicle_acv_6x6,100,0
-,veh9_civ_lnd_dirt_bike_physics_mp,VEHICLES/DIRT_BIKE,hud_icon_vehicle_dirt_bike,,,hud_icon_minimap_vehicle_dirt_bike,72,0
-,veh9_mil_lnd_mrap_physics_mp,VEHICLES/MRAP,hud_icon_vehicle_mrap,,,hud_icon_minimap_vehicle_mrap,72,0
-,veh_jup_mil_lnd_buggy_orav_physics_mp,VEHICLES/ORAV,hud_icon_vehicle_orav,,,jup_hud_icon_minimap_vehicle_orav,100,0
-,veh_jup_mil_lnd_buggy_orav_physics_br,VEHICLES/ORAV,hud_icon_vehicle_orav,,,jup_hud_icon_minimap_vehicle_orav,100,0
-,veh_jup_mil_lnd_tank_razorback_physics_mp,VEHICLES/RAZORBACK,hud_icon_vehicle_razorback,,,hud_icon_minimap_vehicle_razorback,100,0
-,veh_jup_mil_lnd_tank_razorback_physics_br,VEHICLES/RAZORBACK,hud_icon_vehicle_razorback,,,hud_icon_minimap_vehicle_razorback,100,0
-,veh_jup_truck_tech_aa_physics_mp,VEHICLES/TRUCK_TECH_AA,hud_icon_vehicle_aa_technical,,,jup_hud_icon_minimap_vehicle_aa_technical,100,0
-,veh_jup_truck_tech_aa_physics_br,VEHICLES/TRUCK_TECH_AA,hud_icon_vehicle_aa_technical,,,jup_hud_icon_minimap_vehicle_aa_technical,100,0
-,veh_jup_pickup_1990_tech_hmg_physics_mp,VEHICLES/TRUCK_TECH_HMG,hud_icon_vehicle_truck_tech_hmg,,,jup_hud_icon_minimap_vehicle_hmg_technical,100,0
-,veh_jup_pickup_1990_tech_hmg_physics_br,VEHICLES/TRUCK_TECH_HMG,hud_icon_vehicle_truck_tech_hmg,,,jup_hud_icon_minimap_vehicle_hmg_technical,100,0
