8105,iw9_ch_reward_kit_prog_unlocks_medic_rank_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_2_DESC,1,6485,0,,,,,,0
8106,iw9_ch_reward_kit_prog_unlocks_medic_rank_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_4_DESC,1,11563,0,,,,,,0
8110,iw9_ch_reward_kit_prog_unlocks_medic_rank_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_8_DESC,1,8966,0,,,,,,0
8111,iw9_ch_reward_kit_prog_unlocks_medic_rank_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_10_DESC,1,12383,0,,,,,,0
8115,iw9_ch_reward_kit_prog_unlocks_assault_rank_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_2_DESC,1,6215,0,,,,,,0
8116,iw9_ch_reward_kit_prog_unlocks_assault_rank_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_4_DESC,1,11557,0,,,,,,0
8121,iw9_ch_reward_kit_prog_unlocks_assault_rank_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_8_DESC,1,8718,0,,,,,,0
8123,iw9_ch_reward_kit_prog_unlocks_assault_rank_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_10_DESC,1,12382,0,,,,,,0
8125,iw9_ch_reward_kit_prog_unlocks_recon_rank_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_2,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_2_DESC,1,6780,0,,,,,,0
8127,iw9_ch_reward_kit_prog_unlocks_recon_rank_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_4,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_4_DESC,1,11560,0,,,,,,0
8131,iw9_ch_reward_kit_prog_unlocks_recon_rank_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_8,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_8_DESC,1,9029,0,,,,,,0
8130,iw9_ch_reward_kit_prog_unlocks_recon_rank_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_10,CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_10_DESC,1,13373,0,,,,,,0
8143,iw9_ch_reward_career_star_unlocks_20,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20_DESC,20,9038,0,,,,,,0
13645,iw9_ch_reward_career_star_unlocks_backup_total_20,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20_DESC,1,9038,0,,,,,,0
8146,iw9_ch_reward_career_star_unlocks_30,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30_DESC,30,6734,0,,,,,,0
13644,iw9_ch_reward_career_star_unlocks_backup_total_30,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30_DESC,1,6734,0,,,,,,0
8148,iw9_ch_reward_career_star_unlocks_50,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50_DESC,50,6801,0,,,,,,0
13643,iw9_ch_reward_career_star_unlocks_backup_total_50,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50_DESC,1,6801,0,,,,,,0
8150,iw9_ch_reward_career_star_unlocks_75,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75_DESC,75,6258,0,,,,,,0
13642,iw9_ch_reward_career_star_unlocks_backup_total_75,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75_DESC,1,6258,0,,,,,,0
8152,iw9_ch_reward_career_star_unlocks_100,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100_DESC,100,11816,0,,,,,,0
13641,iw9_ch_reward_career_star_unlocks_backup_total_100,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100,CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100_DESC,1,11816,0,,,,,,0
8156,iw9_ch_reward_intel_collect_unlocks_20_cp,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP_DESC,20,9446,0,,,,,,0
8158,iw9_ch_reward_intel_collect_unlocks_40_cp,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP_DESC,40,6819,0,,,,,,0
8160,iw9_ch_reward_intel_collect_unlocks_50_cp,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP,CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP_DESC,50,11862,0,,,,,,0
8162,iw9_ch_reward_mission_complete_high_ground,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_DESC,1,13504,0,,,,,,0
14132,iw9_ch_reward_mission_complete_defender_hafid_port,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_HAFID_PORT,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_HAFID_PORT_DESC,1,14798,0,,,,,,0
8164,iw9_ch_reward_mission_complete_high_ground_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS_DESC,1,10380,0,,,,,,0
8168,iw9_ch_reward_mission_complete_defender_mt_zaya_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS_DESC,1,10140,0,,,,,,0
8171,iw9_ch_reward_mission_complete_low_profile_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS_DESC,1,6556,0,,,,,,0
8175,iw9_ch_reward_mission_complete_denied_area_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS_DESC,1,9609,0,,,,,,0
8181,iw9_ch_reward_mission_complete_raid_s1_hard,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_DESC,1,11826,0,,,,,,0
12240,iw9_ch_reward_mission_complete_raid_s1_hard_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_TOKEN_DESC,1,3948,0,,,,,,0
12242,iw9_ch_reward_mission_complete_raid_s2_hard_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_TOKEN_DESC,1,3948,0,,,,,,0
12241,iw9_ch_reward_mission_complete_raid_s2_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_TOKEN_DESC,1,3962,0,,,,,,0
12243,iw9_ch_reward_mission_complete_raid_s1_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_TOKEN_DESC,1,3962,0,,,,,,0
12110,iw9_ch_reward_mission_complete_raid_s2_hard,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S2_HARD_DESC,1,23649,0,,,,,,0
14786,iw9_ch_reward_mission_complete_raid_s3_hard,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_DESC,1,29357,0,,,,,,0
14787,iw9_ch_reward_mission_complete_raid_s3_hard_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_HARD_TOKEN_DESC,1,3948,0,,,,,,0
14788,iw9_ch_reward_mission_complete_raid_s3_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S3_TOKEN_DESC,1,3962,0,,,,,,0
14790,iw9_ch_reward_mission_complete_raid_s4_hard,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_DESC,1,,0,,,,,,0
14791,iw9_ch_reward_mission_complete_raid_s4_hard_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_HARD_TOKEN_DESC,1,3948,0,,,,,,0
14792,iw9_ch_reward_mission_complete_raid_s4_token,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_TOKEN,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S4_TOKEN_DESC,1,3962,0,,,,,,0
8179,iw9_ch_reward_mission_complete_raid_s1_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_THREE_STARS_DESC,1,,0,,,,,,0
8735,iw9_ch_intel_collect_single,CHALLENGE/INTEL_COLLECT_SINGLE,CHALLENGE/INTEL_COLLECT_SINGLE_DESC,1,,500,,,,,,0
8737,iw9_ch_intel_collect_five,CHALLENGE/INTEL_COLLECT_FIVE,CHALLENGE/INTEL_COLLECT_FIVE_DESC,1,,0,,,,,,0
8930,camo_orion_unlock,CHALLENGE/CAMO_ORION_UNLOCK,CHALLENGE/CAMO_ORION_UNLOCK_DESC,51,12237,0,,,,,,0
8253,camo_damascus_unlock,CHALLENGE/CAMO_DAMASCUS_UNLOCK,CHALLENGE/CAMO_DAMASCUS_UNLOCK_DESC,51,,0,,,,,,0
8254,camo_platinum_pi_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_PI_UNLOCK_DESC,5,,0,,,,,,0
8255,camo_platinum_me_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_ME_UNLOCK_DESC,2,,0,,,,,,0
8256,camo_platinum_sn_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_SN_UNLOCK_DESC,4,,0,,,,,,0
8743,camo_platinum_sh_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_SH_UNLOCK_DESC,4,,0,,,,,,0
8257,camo_platinum_la_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_LA_UNLOCK_DESC,4,,0,,,,,,0
8258,camo_platinum_dm_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_DM_UNLOCK_DESC,6,,0,,,,,,0
8259,camo_platinum_br_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_BR_UNLOCK_DESC,4,,0,,,,,,0
8260,camo_platinum_lm_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_LM_UNLOCK_DESC,6,,0,,,,,,0
8261,camo_platinum_sm_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_SM_UNLOCK_DESC,8,,0,,,,,,0
8262,camo_platinum_ar_unlock,CHALLENGE/CAMO_PLATINUM_UNLOCK,CHALLENGE/CAMO_PLATINUM_AR_UNLOCK_DESC,8,,0,,,,,,0
